Time,Lat,Lon,Dpth,ODO,Turb,Ct,pH,Temp,ORP,BGA
1660763996398743,0.0,0.0,3.559999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764056322647,0.0,0.0,3.7200000286102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764116322648,0.0,0.0,2.929999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764175816307,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764236062686,0.0,0.0,3.740000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764296064686,0.0,0.0,1.6899999380111694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764356061645,0.0,0.0,1.6899999380111694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764416562570,0.0,0.0,1.71999990940094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764475578516,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764536072603,0.0,0.0,3.799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764595818612,0.0,0.0,2.3299999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764655805049,0.0,0.0,3.759999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764716390595,0.0,0.0,3.6999998092651367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764775792744,0.0,0.0,3.7699999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764836052858,0.0,0.0,3.759999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764896578763,0.0,0.0,3.68999981880188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660764956578076,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765017076963,0.0,0.0,3.419999837875366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765076041638,0.0,0.0,4.489999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765135827588,0.0,0.0,2.180000066757202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765196058658,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765255814681,0.0,0.0,5.079999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765316310656,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765376060724,0.0,0.0,3.6999998092651367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765435564863,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765496318133,0.0,0.0,1.6799999475479126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765556313878,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765631098675,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765675890534,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765735806482,0.0,0.0,4.309999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765796318052,0.0,0.0,1.6899999380111694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660765856067915,0.0,0.0,1.6999999284744263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
