Time,Lat,Lon,Dpth,ODO,Turb,Ct,pH,Temp,ORP,BGA
1661799543877735,35.0841436,-106.6256992,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661799604332136,35.0843914,-106.6257532,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661799664097036,35.0852744,-106.6257889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0843055,-106.6256994,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0840116,-106.6256972,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0837825,-106.6255787,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0835993,-106.6255462,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834199,-106.6255935,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.08385,-106.6256045,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0835505,-106.6257324,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834298,-106.625743,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0836516,-106.6257471,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0835615,-106.6257342,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834042,-106.6257887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0830306,-106.6256644,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0841854,-106.6255819,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0839356,-106.6256147,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834675,-106.6256765,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.083525,-106.6257451,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834379,-106.6257707,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0835789,-106.6259351,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0842089,-106.6256582,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0839495,-106.6256949,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0837937,-106.6255736,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.083424,-106.6256258,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0837113,-106.625653,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0834063,-106.625525,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0836255,-106.6254626,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0832646,-106.6255224,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0832751,-106.6254619,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0842993,-106.6255955,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0839946,-106.6255555,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,35.0838399,-106.6256486,0.8399999737739563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
